Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,Stint,Position,TrackStatus,IsAccurate,Season,RaceName,Circuit,Location,Country,Session
PIA,McLaren,15.0,0 days 00:01:27.675000,0 days 00:00:28.963000,0 days 00:00:33.700000,0 days 00:00:25.012000,SOFT,6.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
PIA,McLaren,18.0,0 days 00:01:27.752000,0 days 00:00:28.930000,0 days 00:00:33.796000,0 days 00:00:25.026000,SOFT,7.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
RUS,Mercedes,2.0,0 days 00:01:28.567000,0 days 00:00:29.564000,0 days 00:00:33.804000,0 days 00:00:25.199000,SOFT,1.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
RUS,Mercedes,5.0,0 days 00:01:28.391000,0 days 00:00:29.350000,0 days 00:00:33.947000,0 days 00:00:25.094000,SOFT,2.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
RUS,Mercedes,8.0,0 days 00:01:28.159000,0 days 00:00:29.401000,0 days 00:00:33.705000,0 days 00:00:25.053000,SOFT,3.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
RUS,Mercedes,11.0,0 days 00:01:28.285000,0 days 00:00:29.278000,0 days 00:00:33.982000,0 days 00:00:25.025000,SOFT,4.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
RUS,Mercedes,14.0,0 days 00:01:28.095000,0 days 00:00:29.296000,0 days 00:00:33.678000,0 days 00:00:25.121000,SOFT,5.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
RUS,Mercedes,17.0,0 days 00:01:28.067000,0 days 00:00:29.125000,0 days 00:00:33.857000,0 days 00:00:25.085000,SOFT,6.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
RUS,Mercedes,20.0,0 days 00:01:28.096000,0 days 00:00:29.180000,0 days 00:00:33.896000,0 days 00:00:25.020000,MEDIUM,7.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
HAM,Mercedes,2.0,0 days 00:01:28.817000,0 days 00:00:29.316000,0 days 00:00:34.063000,0 days 00:00:25.438000,SOFT,1.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
HAM,Mercedes,5.0,0 days 00:01:28.167000,0 days 00:00:29.231000,0 days 00:00:33.887000,0 days 00:00:25.049000,SOFT,2.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
HAM,Mercedes,8.0,0 days 00:01:28.220000,0 days 00:00:29.349000,0 days 00:00:33.823000,0 days 00:00:25.048000,SOFT,3.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
HAM,Mercedes,11.0,0 days 00:01:28.413000,0 days 00:00:29.357000,0 days 00:00:33.976000,0 days 00:00:25.080000,SOFT,4.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
HAM,Mercedes,14.0,0 days 00:01:27.697000,0 days 00:00:29.020000,0 days 00:00:33.635000,0 days 00:00:25.042000,SOFT,5.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
HAM,Mercedes,17.0,0 days 00:01:28.654000,0 days 00:00:29.094000,0 days 00:00:34.538000,0 days 00:00:25.022000,SOFT,6.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
HAM,Mercedes,20.0,0 days 00:01:28.107000,0 days 00:00:29.121000,0 days 00:00:33.893000,0 days 00:00:25.093000,MEDIUM,7.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
HUL,Haas F1 Team,2.0,0 days 00:01:28.945000,0 days 00:00:29.851000,0 days 00:00:33.992000,0 days 00:00:25.102000,SOFT,1.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
HUL,Haas F1 Team,5.0,0 days 00:01:28.383000,0 days 00:00:29.581000,0 days 00:00:33.748000,0 days 00:00:25.054000,SOFT,2.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
HUL,Haas F1 Team,8.0,0 days 00:01:29.232000,0 days 00:00:29.310000,0 days 00:00:34.167000,0 days 00:00:25.755000,SOFT,3.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
HUL,Haas F1 Team,11.0,0 days 00:01:28.200000,0 days 00:00:29.281000,0 days 00:00:33.891000,0 days 00:00:25.028000,SOFT,4.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
HUL,Haas F1 Team,14.0,0 days 00:01:28.387000,0 days 00:00:29.541000,0 days 00:00:33.877000,0 days 00:00:24.969000,SOFT,5.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
HUL,Haas F1 Team,17.0,0 days 00:01:29.104000,0 days 00:00:29.611000,0 days 00:00:34.301000,0 days 00:00:25.192000,SOFT,6.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
HUL,Haas F1 Team,20.0,0 days 00:01:28.146000,0 days 00:00:29.410000,0 days 00:00:33.834000,0 days 00:00:24.902000,SOFT,7.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
TSU,RB,2.0,0 days 00:01:28.915000,0 days 00:00:29.580000,0 days 00:00:34.019000,0 days 00:00:25.316000,SOFT,1.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
TSU,RB,5.0,0 days 00:01:28.556000,0 days 00:00:29.568000,0 days 00:00:33.817000,0 days 00:00:25.171000,SOFT,1.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
TSU,RB,8.0,0 days 00:01:28.324000,0 days 00:00:29.512000,0 days 00:00:33.689000,0 days 00:00:25.123000,SOFT,2.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
TSU,RB,11.0,0 days 00:01:28.223000,0 days 00:00:29.334000,0 days 00:00:33.733000,0 days 00:00:25.156000,SOFT,3.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
TSU,RB,14.0,0 days 00:01:28.167000,0 days 00:00:29.299000,0 days 00:00:33.775000,0 days 00:00:25.093000,SOFT,4.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
TSU,RB,17.0,0 days 00:01:31.700000,0 days 00:00:29.291000,0 days 00:00:33.874000,0 days 00:00:28.535000,SOFT,5.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
TSU,RB,20.0,0 days 00:01:28.192000,0 days 00:00:29.270000,0 days 00:00:33.850000,0 days 00:00:25.072000,SOFT,6.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
STR,Aston Martin,2.0,0 days 00:01:28.916000,0 days 00:00:29.667000,0 days 00:00:34.123000,0 days 00:00:25.126000,SOFT,1.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
STR,Aston Martin,5.0,0 days 00:01:28.520000,0 days 00:00:29.603000,0 days 00:00:33.848000,0 days 00:00:25.069000,SOFT,1.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
STR,Aston Martin,8.0,0 days 00:01:28.177000,0 days 00:00:29.445000,0 days 00:00:33.783000,0 days 00:00:24.949000,SOFT,2.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
STR,Aston Martin,11.0,0 days 00:01:28.549000,0 days 00:00:29.441000,0 days 00:00:34.009000,0 days 00:00:25.099000,SOFT,3.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
STR,Aston Martin,14.0,0 days 00:01:28.222000,0 days 00:00:29.271000,0 days 00:00:33.959000,0 days 00:00:24.992000,SOFT,4.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
GAS,Alpine,2.0,0 days 00:01:29.132000,0 days 00:00:29.870000,0 days 00:00:34.119000,0 days 00:00:25.143000,SOFT,1.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
GAS,Alpine,5.0,0 days 00:01:28.681000,0 days 00:00:29.758000,0 days 00:00:33.725000,0 days 00:00:25.198000,SOFT,2.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
GAS,Alpine,8.0,0 days 00:01:27.976000,0 days 00:00:29.334000,0 days 00:00:33.605000,0 days 00:00:25.037000,SOFT,3.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
GAS,Alpine,11.0,0 days 00:01:28.324000,0 days 00:00:29.434000,0 days 00:00:33.868000,0 days 00:00:25.022000,SOFT,4.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
GAS,Alpine,14.0,0 days 00:01:28.617000,0 days 00:00:29.463000,0 days 00:00:33.985000,0 days 00:00:25.169000,SOFT,5.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
OCO,Alpine,2.0,0 days 00:01:28.989000,0 days 00:00:29.689000,0 days 00:00:34.035000,0 days 00:00:25.265000,SOFT,1.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
OCO,Alpine,5.0,0 days 00:01:28.385000,0 days 00:00:29.418000,0 days 00:00:33.902000,0 days 00:00:25.065000,SOFT,2.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
OCO,Alpine,8.0,0 days 00:01:28.209000,0 days 00:00:29.306000,0 days 00:00:33.769000,0 days 00:00:25.134000,SOFT,3.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
OCO,Alpine,11.0,0 days 00:01:28.371000,0 days 00:00:29.280000,0 days 00:00:33.948000,0 days 00:00:25.143000,SOFT,4.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
OCO,Alpine,14.0,0 days 00:01:28.411000,0 days 00:00:29.326000,0 days 00:00:33.885000,0 days 00:00:25.200000,SOFT,5.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
ALB,Williams,2.0,0 days 00:01:29.045000,0 days 00:00:30.051000,0 days 00:00:33.826000,0 days 00:00:25.168000,SOFT,1.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
ALB,Williams,5.0,0 days 00:01:29.870000,0 days 00:00:30.467000,0 days 00:00:34.328000,0 days 00:00:25.075000,SOFT,1.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
ALB,Williams,8.0,0 days 00:01:28.343000,0 days 00:00:29.498000,0 days 00:00:33.774000,0 days 00:00:25.071000,SOFT,2.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
ALB,Williams,14.0,0 days 00:01:28.413000,0 days 00:00:29.511000,0 days 00:00:33.835000,0 days 00:00:25.067000,SOFT,4.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
ALO,Aston Martin,2.0,0 days 00:01:28.586000,0 days 00:00:29.564000,0 days 00:00:33.798000,0 days 00:00:25.224000,SOFT,1.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
ALO,Aston Martin,5.0,0 days 00:01:28.453000,0 days 00:00:29.475000,0 days 00:00:33.860000,0 days 00:00:25.118000,SOFT,2.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
ALO,Aston Martin,8.0,0 days 00:01:28.732000,0 days 00:00:29.587000,0 days 00:00:33.778000,0 days 00:00:25.367000,SOFT,3.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
ALO,Aston Martin,11.0,0 days 00:01:28.765000,0 days 00:00:29.568000,0 days 00:00:34.046000,0 days 00:00:25.151000,SOFT,4.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
ALO,Aston Martin,14.0,0 days 00:01:28.427000,0 days 00:00:29.467000,0 days 00:00:33.832000,0 days 00:00:25.128000,SOFT,5.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
BOT,Kick Sauber,2.0,0 days 00:01:28.537000,0 days 00:00:29.512000,0 days 00:00:33.849000,0 days 00:00:25.176000,SOFT,1.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
BOT,Kick Sauber,5.0,0 days 00:01:28.463000,0 days 00:00:29.470000,0 days 00:00:33.888000,0 days 00:00:25.105000,SOFT,2.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
SAR,Williams,4.0,0 days 00:01:28.619000,0 days 00:00:29.841000,0 days 00:00:33.834000,0 days 00:00:24.944000,SOFT,2.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
SAR,Williams,7.0,0 days 00:01:28.487000,0 days 00:00:29.724000,0 days 00:00:33.736000,0 days 00:00:25.027000,SOFT,3.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
RIC,RB,2.0,0 days 00:01:28.617000,0 days 00:00:29.541000,0 days 00:00:33.782000,0 days 00:00:25.294000,SOFT,1.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
RIC,RB,5.0,0 days 00:01:28.647000,0 days 00:00:29.612000,0 days 00:00:33.787000,0 days 00:00:25.248000,SOFT,2.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
RIC,RB,8.0,0 days 00:01:28.618000,0 days 00:00:29.525000,0 days 00:00:33.727000,0 days 00:00:25.366000,SOFT,3.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
MAG,Haas F1 Team,2.0,0 days 00:01:29.015000,0 days 00:00:29.693000,0 days 00:00:34.027000,0 days 00:00:25.295000,SOFT,1.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
MAG,Haas F1 Team,5.0,0 days 00:01:28.729000,0 days 00:00:29.878000,0 days 00:00:33.725000,0 days 00:00:25.126000,SOFT,2.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
MAG,Haas F1 Team,8.0,0 days 00:01:28.619000,0 days 00:00:29.510000,0 days 00:00:33.780000,0 days 00:00:25.329000,SOFT,3.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
ZHO,Kick Sauber,2.0,0 days 00:01:29.147000,0 days 00:00:29.879000,0 days 00:00:33.959000,0 days 00:00:25.309000,SOFT,1.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
ZHO,Kick Sauber,5.0,0 days 00:01:28.824000,0 days 00:00:29.624000,0 days 00:00:33.903000,0 days 00:00:25.297000,SOFT,2.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
ZHO,Kick Sauber,8.0,0 days 00:01:29.921000,0 days 00:00:30.661000,0 days 00:00:34.064000,0 days 00:00:25.196000,SOFT,3.0,,1,True,2024,Miami Grand Prix,Miami Grand Prix,Miami,United States,Qualifying
VER,Red Bull Racing,2.0,0 days 00:01:16.013000,0 days 00:00:23.949000,0 days 00:00:26.337000,0 days 00:00:25.727000,SOFT,1.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
VER,Red Bull Racing,5.0,0 days 00:01:15.762000,0 days 00:00:23.746000,0 days 00:00:26.348000,0 days 00:00:25.668000,SOFT,2.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
VER,Red Bull Racing,8.0,0 days 00:01:15.386000,0 days 00:00:23.774000,0 days 00:00:26.070000,0 days 00:00:25.542000,SOFT,3.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
VER,Red Bull Racing,11.0,0 days 00:01:15.176000,0 days 00:00:23.593000,0 days 00:00:26.118000,0 days 00:00:25.465000,SOFT,4.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
VER,Red Bull Racing,14.0,0 days 00:01:14.869000,0 days 00:00:23.474000,0 days 00:00:26.005000,0 days 00:00:25.390000,SOFT,5.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
VER,Red Bull Racing,17.0,0 days 00:01:14.746000,0 days 00:00:23.408000,0 days 00:00:25.922000,0 days 00:00:25.416000,SOFT,6.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
PIA,McLaren,2.0,0 days 00:01:15.940000,0 days 00:00:23.824000,0 days 00:00:26.360000,0 days 00:00:25.756000,SOFT,1.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
PIA,McLaren,6.0,0 days 00:01:15.407000,0 days 00:00:23.826000,0 days 00:00:26.055000,0 days 00:00:25.526000,SOFT,3.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
PIA,McLaren,11.0,0 days 00:01:15.148000,0 days 00:00:23.654000,0 days 00:00:26.267000,0 days 00:00:25.227000,SOFT,5.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
PIA,McLaren,14.0,0 days 00:01:14.820000,0 days 00:00:23.608000,0 days 00:00:25.921000,0 days 00:00:25.291000,SOFT,6.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
NOR,McLaren,2.0,0 days 00:01:16.194000,0 days 00:00:24.042000,0 days 00:00:26.394000,0 days 00:00:25.758000,SOFT,1.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
NOR,McLaren,5.0,0 days 00:01:15.915000,0 days 00:00:23.838000,0 days 00:00:26.469000,0 days 00:00:25.608000,SOFT,2.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
NOR,McLaren,9.0,0 days 00:01:15.476000,0 days 00:00:23.981000,0 days 00:00:26.047000,0 days 00:00:25.448000,SOFT,4.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
NOR,McLaren,12.0,0 days 00:01:15.371000,0 days 00:00:23.823000,0 days 00:00:26.251000,0 days 00:00:25.297000,SOFT,5.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
NOR,McLaren,15.0,0 days 00:01:14.942000,0 days 00:00:23.685000,0 days 00:00:25.983000,0 days 00:00:25.274000,SOFT,6.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
NOR,McLaren,18.0,0 days 00:01:14.837000,0 days 00:00:23.649000,0 days 00:00:26.025000,0 days 00:00:25.163000,SOFT,7.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
LEC,Ferrari,2.0,0 days 00:01:16.463000,0 days 00:00:24.096000,0 days 00:00:26.608000,0 days 00:00:25.759000,MEDIUM,1.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
LEC,Ferrari,5.0,0 days 00:01:16.097000,0 days 00:00:24.310000,0 days 00:00:26.259000,0 days 00:00:25.528000,MEDIUM,1.0,,12,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
LEC,Ferrari,8.0,0 days 00:01:15.823000,0 days 00:00:23.925000,0 days 00:00:26.358000,0 days 00:00:25.540000,MEDIUM,2.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
LEC,Ferrari,11.0,0 days 00:01:15.328000,0 days 00:00:23.836000,0 days 00:00:25.976000,0 days 00:00:25.516000,SOFT,3.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
LEC,Ferrari,14.0,0 days 00:01:15.514000,0 days 00:00:23.795000,0 days 00:00:26.293000,0 days 00:00:25.426000,SOFT,4.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
LEC,Ferrari,17.0,0 days 00:01:15.016000,0 days 00:00:23.725000,0 days 00:00:26.048000,0 days 00:00:25.243000,SOFT,5.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
LEC,Ferrari,20.0,0 days 00:01:14.970000,0 days 00:00:23.741000,0 days 00:00:25.935000,0 days 00:00:25.294000,SOFT,6.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
SAI,Ferrari,2.0,0 days 00:01:16.975000,0 days 00:00:24.699000,0 days 00:00:26.612000,0 days 00:00:25.664000,MEDIUM,1.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
SAI,Ferrari,5.0,0 days 00:01:16.015000,0 days 00:00:24.014000,0 days 00:00:26.368000,0 days 00:00:25.633000,MEDIUM,1.0,,12,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
SAI,Ferrari,10.0,0 days 00:01:15.702000,0 days 00:00:23.922000,0 days 00:00:26.277000,0 days 00:00:25.503000,SOFT,3.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
SAI,Ferrari,13.0,0 days 00:01:15.512000,0 days 00:00:23.984000,0 days 00:00:26.163000,0 days 00:00:25.365000,SOFT,4.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
SAI,Ferrari,16.0,0 days 00:01:15.383000,0 days 00:00:23.835000,0 days 00:00:26.165000,0 days 00:00:25.383000,SOFT,5.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
SAI,Ferrari,19.0,0 days 00:01:15.233000,0 days 00:00:23.793000,0 days 00:00:26.139000,0 days 00:00:25.301000,SOFT,6.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
RUS,Mercedes,4.0,0 days 00:01:16.107000,0 days 00:00:23.816000,0 days 00:00:26.401000,0 days 00:00:25.890000,SOFT,2.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
RUS,Mercedes,8.0,0 days 00:01:16.200000,0 days 00:00:24.017000,0 days 00:00:26.361000,0 days 00:00:25.822000,SOFT,4.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
RUS,Mercedes,11.0,0 days 00:01:15.671000,0 days 00:00:23.919000,0 days 00:00:26.101000,0 days 00:00:25.651000,SOFT,5.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
RUS,Mercedes,14.0,0 days 00:01:15.392000,0 days 00:00:23.814000,0 days 00:00:26.127000,0 days 00:00:25.451000,SOFT,6.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
RUS,Mercedes,17.0,0 days 00:01:15.234000,0 days 00:00:23.632000,0 days 00:00:26.111000,0 days 00:00:25.491000,SOFT,7.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
TSU,RB,2.0,0 days 00:01:16.211000,0 days 00:00:24.026000,0 days 00:00:26.444000,0 days 00:00:25.741000,SOFT,1.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
TSU,RB,5.0,0 days 00:01:15.894000,0 days 00:00:23.773000,0 days 00:00:26.418000,0 days 00:00:25.703000,SOFT,2.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
TSU,RB,8.0,0 days 00:01:15.358000,0 days 00:00:23.725000,0 days 00:00:26.063000,0 days 00:00:25.570000,SOFT,3.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
TSU,RB,11.0,0 days 00:01:15.465000,0 days 00:00:23.785000,0 days 00:00:26.191000,0 days 00:00:25.489000,SOFT,4.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
TSU,RB,14.0,0 days 00:01:15.513000,0 days 00:00:23.663000,0 days 00:00:26.271000,0 days 00:00:25.579000,SOFT,5.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
HAM,Mercedes,2.0,0 days 00:01:16.719000,0 days 00:00:24.101000,0 days 00:00:26.900000,0 days 00:00:25.718000,SOFT,1.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
HAM,Mercedes,5.0,0 days 00:01:16.604000,0 days 00:00:24.078000,0 days 00:00:26.765000,0 days 00:00:25.761000,SOFT,2.0,,12,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
HAM,Mercedes,10.0,0 days 00:01:16.197000,0 days 00:00:24.110000,0 days 00:00:26.345000,0 days 00:00:25.742000,SOFT,4.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
HAM,Mercedes,13.0,0 days 00:01:15.677000,0 days 00:00:23.870000,0 days 00:00:26.149000,0 days 00:00:25.658000,SOFT,5.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
HAM,Mercedes,16.0,0 days 00:01:15.894000,0 days 00:00:23.922000,0 days 00:00:26.397000,0 days 00:00:25.575000,SOFT,6.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
HAM,Mercedes,19.0,0 days 00:01:15.504000,0 days 00:00:23.884000,0 days 00:00:26.146000,0 days 00:00:25.474000,SOFT,7.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
RIC,RB,2.0,0 days 00:01:16.767000,0 days 00:00:24.359000,0 days 00:00:26.653000,0 days 00:00:25.755000,SOFT,1.0,,12,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
RIC,RB,5.0,0 days 00:01:16.060000,0 days 00:00:23.884000,0 days 00:00:26.495000,0 days 00:00:25.681000,SOFT,2.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
RIC,RB,8.0,0 days 00:01:15.967000,0 days 00:00:24.030000,0 days 00:00:26.237000,0 days 00:00:25.700000,SOFT,3.0,,1,True,2024,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,Imola,Italy,Qualifying
